match_id,route_group,phase,dx,dy,distance,angle,shrink_ratio
045e7ce6-9c58-46dc-b005-1f8e83d0bfeb,northwest_to_southeast_severny,5,-725.0625,-8243.7109375,8275.535369386283,-95.02642475641518,0.5
048441d4-5e70-4715-8ba4-779b78aec5b7,northwest_to_southeast_georgopol,1,-13842.125,-18436.0625,23054.12815570199,-126.89987624088103,0.55
048441d4-5e70-4715-8ba4-779b78aec5b7,northwest_to_southeast_georgopol,2,608.125,35368.625,35373.852637311786,89.01495851270583,0.600000013946556
048441d4-5e70-4715-8ba4-779b78aec5b7,northwest_to_southeast_georgopol,3,-16559.125,-4212.125,17086.445440209325,-165.72840952637145,0.5500000290553242
048441d4-5e70-4715-8ba4-779b78aec5b7,northwest_to_southeast_georgopol,4,1103.6875,12507.5625,12556.163657306419,84.95718963582789,0.5
048441d4-5e70-4715-8ba4-779b78aec5b7,northwest_to_southeast_georgopol,5,-2897.21875,-6840.8125,7429.037094099599,-112.9536139597161,0.5
048441d4-5e70-4715-8ba4-779b78aec5b7,northwest_to_southeast_georgopol,6,-810.125,3608.25,3698.0766052266954,102.65421476067904,0.5
048441d4-5e70-4715-8ba4-779b78aec5b7,northwest_to_southeast_georgopol,7,-313.25,1528.4375,1560.2072791479502,101.582259464,0.5
0491b284-5f37-4854-b9b9-bc05d34a76a8,south_to_north_military,1,25841.125,77465.0,81661.43500003919,71.55209930571566,0.55
0491b284-5f37-4854-b9b9-bc05d34a76a8,south_to_north_military,2,-20703.90625,-18002.65625,27436.241835653313,-138.99208000659067,0.600000013946556
0491b284-5f37-4854-b9b9-bc05d34a76a8,south_to_north_military,3,-3552.6875,11921.0,12439.124948028148,106.59506965273778,0.5500000290553242
0491b284-5f37-4854-b9b9-bc05d34a76a8,south_to_north_military,4,276.0625,2996.0625,3008.7540623674277,84.73553054842581,0.5
0491b284-5f37-4854-b9b9-bc05d34a76a8,south_to_north_military,5,-210.0,7167.3125,7170.388306964711,91.67826816458091,0.5
04f1a32b-7bad-4654-896e-9ec0662bddf1,northeast_to_southwest_severny,1,-57630.234375,656.625,57633.974967097805,179.34721394484362,0.55
04f1a32b-7bad-4654-896e-9ec0662bddf1,northeast_to_southwest_severny,2,-452.46875,4017.40625,4042.8060734180194,96.42597698573312,0.600000013946556
04f1a32b-7bad-4654-896e-9ec0662bddf1,northeast_to_southwest_severny,3,-20612.4140625,-7445.53125,21915.919991610535,-160.13947555303977,0.5500000290553242
04f1a32b-7bad-4654-896e-9ec0662bddf1,northeast_to_southwest_severny,4,-295.109375,15688.6875,15691.462806757983,91.07762538240763,0.5
04f1a32b-7bad-4654-896e-9ec0662bddf1,northeast_to_southwest_severny,5,3736.1328125,1535.75,4039.4574456403375,22.34527849436069,0.5
04f1a32b-7bad-4654-896e-9ec0662bddf1,northeast_to_southwest_severny,6,-1945.875,1797.625,2649.129131667613,137.26784105989168,0.5
051b740e-842b-4bb7-b91d-e097d82c04b9,north_to_south_severny,1,2092.375,44478.96875,44528.15619587343,87.30668347226667,0.55
051b740e-842b-4bb7-b91d-e097d82c04b9,north_to_south_severny,2,-17356.0,-37334.0,41171.08563057331,-114.93298888636147,0.600000013946556
051b740e-842b-4bb7-b91d-e097d82c04b9,north_to_south_severny,3,-16943.6875,-3602.15625,17322.357684422474,-167.99785078584017,0.5500000290553242
051b740e-842b-4bb7-b91d-e097d82c04b9,north_to_south_severny,4,-10397.9375,7709.75,12944.394513317578,143.44420527455665,0.5
051b740e-842b-4bb7-b91d-e097d82c04b9,north_to_south_severny,5,8152.0625,3718.53125,8960.11147593225,24.519913806180927,0.5
051b740e-842b-4bb7-b91d-e097d82c04b9,north_to_south_severny,6,2258.9375,-731.46875,2374.414698643186,-17.942522245788215,0.5
0520e583-2e99-44ae-9a14-7b59d1830815,northeast_to_southwest_yasnaya,1,58809.484375,-1449.9375,58827.35563670422,-1.4123312523466978,0.55
0520e583-2e99-44ae-9a14-7b59d1830815,northeast_to_southwest_yasnaya,2,-33799.46875,19347.1875,38945.060687362944,150.212703670517,0.600000013946556
0520e583-2e99-44ae-9a14-7b59d1830815,northeast_to_southwest_yasnaya,3,-27914.46875,-11321.3125,30122.90959249094,-157.92392850436073,0.5500000290553242
0520e583-2e99-44ae-9a14-7b59d1830815,northeast_to_southwest_yasnaya,4,-6697.34375,-14658.25,16115.790590851077,-114.55562629457268,0.5
0520e583-2e99-44ae-9a14-7b59d1830815,northeast_to_southwest_yasnaya,5,-8332.34375,-915.75,8382.51456489424,-173.72818992831475,0.5
0520e583-2e99-44ae-9a14-7b59d1830815,northeast_to_southwest_yasnaya,6,-3230.453125,-3181.6875,4534.1992391687545,-135.43573757881572,0.5
0520e583-2e99-44ae-9a14-7b59d1830815,northeast_to_southwest_yasnaya,7,1506.96875,1043.5,1832.9885606507648,34.70065188782808,0.5
052c5732-537a-4364-8a49-80f2c0d97d1f,northwest_to_southeast_georgopol,1,-15348.84375,29924.515625,33631.289595446426,117.15413596596439,0.55
052c5732-537a-4364-8a49-80f2c0d97d1f,northwest_to_southeast_georgopol,2,-9168.875,1052.484375,9229.084035008249,173.4517454743316,0.600000013946556
052c5732-537a-4364-8a49-80f2c0d97d1f,northwest_to_southeast_georgopol,3,9185.859375,2197.65625,9445.088959371396,13.454737354820805,0.5500000290553242
052c5732-537a-4364-8a49-80f2c0d97d1f,northwest_to_southeast_georgopol,4,4711.015625,5734.40625,7421.3936197343155,50.59569731799016,0.5
052c5732-537a-4364-8a49-80f2c0d97d1f,northwest_to_southeast_georgopol,5,-1690.59375,249.921875,1708.966989482997,171.59082239758095,0.5
052c5732-537a-4364-8a49-80f2c0d97d1f,northwest_to_southeast_georgopol,6,-2868.078125,-3574.40625,4582.821420385326,-128.74330945987154,0.5
054c4813-471e-4b41-b261-a8970c337039,east_to_west,1,42623.4375,5284.25,42949.74647630538,7.06719676888334,0.55
