match_id,start_x,start_y,end_x,end_y,angle,route_group,confidence
793e0f7b-f847-4236-8fae-c466d7e092e3,924536.6354166666,590769.46875,485920.34375,351272.0673076923,-151.3641610084657,southeast_to_northwest,1.0
21bc1b9b-8482-47b2-a8fa-197468ee9b5f,351044.111328125,-160114.3017578125,353898.8984375,388867.044921875,89.70205585414573,north_to_south_severny,1.0
59e1338a-a78c-4ab5-81ab-3e5b8317239c,602236.7,-98444.9734375,552257.31875,303670.70234375,97.0850181796294,north_to_south_severny,1.0
6d41e18a-becc-408e-b288-ee8668352e56,-147556.03385416666,548740.8541666666,453790.15,355831.828125,-17.7859964468601,west_to_east_georgopol,1.0
43381a24-25cc-4192-86dc-0573be77096c,-88409.78515625,135134.20625,376315.9010416667,331073.8333333333,22.861468705401055,northwest_to_southeast_georgopol,1.0
2af35e94-a677-47ec-8248-85298d89e035,688555.8125,889722.75,402168.140625,576291.6984375,-132.41851521645506,southeast_to_northwest_military,1.0
ecc72993-b5cc-464f-bb3b-ff9e444975c9,624685.5458333333,-109769.16197916666,447314.296875,318346.68671875,112.50455297197846,northeast_to_southwest_severny,1.0
6244f7b1-8ac6-4991-b3d7-eac861258464,623674.2083333334,-119835.15364583333,517201.2589285714,419641.79464285716,101.16459762236973,north_to_south_severny,1.0
a1cd4e37-a519-43c4-a55e-8ba52cf5106b,917378.1510416666,666271.84375,433109.5768229167,326493.9010416667,-144.9453022913026,southeast_to_northwest,1.0
46279a96-c7a9-49e5-9511-ff5b0f4a9338,16197.364339192709,820588.75,461120.9752604167,436579.2083333333,-40.79717966755912,southwest_to_northeast_military,1.0
b070f844-e9c5-4864-8698-b87597c86618,-115932.87855113637,641756.2670454546,451677.13942307694,395627.93389423075,-23.442628045171098,southwest_to_northeast_georgopol,1.0
c59fe659-6466-4bcb-b8ce-bc348c08e1f7,842887.61875,595751.84375,286275.0359375,495416.196875,-169.78153147329255,east_to_west,0.35
b2272ff4-8949-4de9-9edb-572726459127,708450.1647727273,-72487.83380681818,458149.24765625,270290.137109375,126.13740326024461,northeast_to_southwest_severny,1.0
